unnamed: 0,job title,job type,company name,posted date,cities,states,stipend,start date,duration,numer of openings,late date to apply,combined_text
86,INTERN FOR SELF EMPLOYMENT PROGRAM,Full Time,"CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam",16-05-2023,Kamrup Metropolitan,Assam,Unpaid,Immediately,2 Months,2.0,23-05-2023,"INTERN FOR SELF EMPLOYMENT PROGRAM CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam Kamrup Metropolitan Assam Unpaid 2 Months"
87,E-COMMERCE PLATFORM DEVELOPER INTERN,Full Time,DAY NULM CMMU BONGAIGAON,17-05-2023,Bongaigaon,Assam,Unpaid,Immediately,8 Weeks,1.0,08-06-2023,E-COMMERCE PLATFORM DEVELOPER INTERN DAY NULM CMMU BONGAIGAON Bongaigaon Assam Unpaid 8 Weeks
88,SHG- CAPACITY BUILDING INTERN,Full Time,DAY NULM CMMU BONGAIGAON,17-05-2023,Bongaigaon,Assam,Unpaid,Immediately,8 Weeks,2.0,14-06-2023,SHG- CAPACITY BUILDING INTERN DAY NULM CMMU BONGAIGAON Bongaigaon Assam Unpaid 8 Weeks
89,SOCIAL MOBILIZER,Full Time,DAY NULM CMMU BONGAIGAON,17-05-2023,Bongaigaon,Assam,Unpaid,Immediately,8 Weeks,1.0,14-06-2023,SOCIAL MOBILIZER DAY NULM CMMU BONGAIGAON Bongaigaon Assam Unpaid 8 Weeks
90,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,DHUBRI MUNICIPAL BOARD DHUBRI ASSAM,17-05-2023,Dhubri,Assam,Unpaid,Immediately,6 Months,5.0,30-08-2023,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR DHUBRI MUNICIPAL BOARD DHUBRI ASSAM Dhubri Assam Unpaid 6 Months"
91,DAY-NULM,Full Time,ASULMS NAGAON,17-05-2023,Nagaon,Assam,Unpaid,Immediately,3 Months,2.0,27-05-2023,DAY-NULM ASULMS NAGAON Nagaon Assam Unpaid 3 Months
92,FINANCIAL INCLUSION OF URBAN POOR - INDIVIDUAL AND SHG,Full Time,ASULMS NAGAON,17-05-2023,Nagaon,Assam,Unpaid,Immediately,3 Months,2.0,27-05-2023,FINANCIAL INCLUSION OF URBAN POOR - INDIVIDUAL AND SHG ASULMS NAGAON Nagaon Assam Unpaid 3 Months
93,SOCIAL MOBILIZER,Full Time,DAY NULm City Mission Management Unit Abhayapuri,18-05-2023,Abhayapuri,Assam,Unpaid,Immediately,8 Weeks,2.0,20-06-2023,SOCIAL MOBILIZER DAY NULm City Mission Management Unit Abhayapuri Abhayapuri Assam Unpaid 8 Weeks
94,SHG- CAPACITY BUILDING INTERN,Part Time,ASULMS NAGAON,18-05-2023,Nagaon,Assam,Unpaid,Immediately,3 Months,1.0,27-05-2023,SHG- CAPACITY BUILDING INTERN ASULMS NAGAON Nagaon Assam Unpaid 3 Months
95,SHG- CAPACITY BUILDING INTERN,Full Time,HOJAI MUNICIPAL BOARD (NULM),18-05-2023,Hojai,Assam,Unpaid,Immediately,3 Months,2.0,31-07-2023,SHG- CAPACITY BUILDING INTERN HOJAI MUNICIPAL BOARD (NULM) Hojai Assam Unpaid 3 Months
96,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Full Time,HOJAI MUNICIPAL BOARD (NULM),18-05-2023,Hojai,Assam,Unpaid,Immediately,3 Months,1.0,31-07-2023,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE) HOJAI MUNICIPAL BOARD (NULM) Hojai Assam Unpaid 3 Months
97,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,City Project Management Unit NULM Sivasagar,18-05-2023,Sivasagar,Assam,Unpaid,Immediately,8 Weeks,2.0,07-08-2023,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR City Project Management Unit NULM Sivasagar Sivasagar Assam Unpaid 8 Weeks"
98,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS",Full Time,City Project Management Unit NULM Sivasagar,18-05-2023,Sivasagar,Assam,Unpaid,Immediately,8 Weeks,1.0,31-07-2023,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS City Project Management Unit NULM Sivasagar Sivasagar Assam Unpaid 8 Weeks"
99,"MASS COMMUNICATION AND SOCIAL MEDIA, ON-BOARDING OF SHGS PRODUCT THROUGH E-COMMERCE PLATFORM",Full Time,City Project Management Unit NULM Sivasagar,18-05-2023,Sivasagar,Assam,Unpaid,Immediately,8 Weeks,2.0,07-08-2023,"MASS COMMUNICATION AND SOCIAL MEDIA, ON-BOARDING OF SHGS PRODUCT THROUGH E-COMMERCE PLATFORM City Project Management Unit NULM Sivasagar Sivasagar Assam Unpaid 8 Weeks"
100,URBAN WOMEN EMPOWERMENT,Full Time,City Mission Management Unit Bokajan DAY NULM,19-05-2023,Bokajan,Assam,Unpaid,Immediately,8 Weeks,5.0,15-06-2023,URBAN WOMEN EMPOWERMENT City Mission Management Unit Bokajan DAY NULM Bokajan Assam Unpaid 8 Weeks
101,"STUDY OF THE URBAN LIVELIHOOD PATTERN, SCOPE OF LIVELIHOOD & ENTREPRENEURSHIP DEVELOPMENT OF URBAN POOR OF GOALPARA TOWN",Full Time,Deendayal Antyodaya Yojna National Urban Livelihood Mission Goalpara MB Assam,19-05-2023,Goalpara,Assam,Unpaid,Immediately,1 Month,4.0,15-08-2024,"STUDY OF THE URBAN LIVELIHOOD PATTERN, SCOPE OF LIVELIHOOD & ENTREPRENEURSHIP DEVELOPMENT OF URBAN POOR OF GOALPARA TOWN Deendayal Antyodaya Yojna National Urban Livelihood Mission Goalpara MB Assam Goalpara Assam Unpaid 1 Month"
102,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS, ALFS, CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,CMMU NULM Nazira MB,19-05-2023,Sivasagar,Assam,Unpaid,Immediately,3 Months,1.0,07-08-2023,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS, ALFS, CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR CMMU NULM Nazira MB Sivasagar Assam Unpaid 3 Months"
103,"INTERN FOR URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,"CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam",19-05-2023,Kamrup Metropolitan,Assam,Unpaid,Immediately,3 Months,4.0,30-06-2023,"INTERN FOR URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR CMMU, Guwahati Municipal Corporation ,  DAY NULM- Assam Kamrup Metropolitan Assam Unpaid 3 Months"
104,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,CMMU Simaluguri MB,19-05-2023,Sivasagar,Assam,Unpaid,Immediately,3 Months,1.0,31-08-2023,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR CMMU Simaluguri MB Sivasagar Assam Unpaid 3 Months"
105,SUPPORT TO IMPROVEMENT OF URBAN LIVELIHOODS,Full Time,NULM,19-05-2023,Cachar,Assam,Unpaid,Immediately,3 Months,15.0,30-11-2024,SUPPORT TO IMPROVEMENT OF URBAN LIVELIHOODS NULM Cachar Assam Unpaid 3 Months
106,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS",Full Time,CMMU NULM Nazira MB,19-05-2023,Sivasagar,Assam,Unpaid,Immediately,3 Months,1.0,18-08-2023,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS CMMU NULM Nazira MB Sivasagar Assam Unpaid 3 Months"
107,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS",Full Time,CMMU Simaluguri MB,19-05-2023,Sivasagar,Assam,Unpaid,Immediately,3 Months,1.0,23-06-2023,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS CMMU Simaluguri MB Sivasagar Assam Unpaid 3 Months"
108,"MASS COMMUNICATION AND SOCIAL MEDIA, ON-BOARDING OF SHGS PRODUCT THROUGH E-COMMERCE PLATFORM",Full Time,CMMU NULM Nazira MB,19-05-2023,Sivasagar,Assam,Unpaid,Immediately,3 Months,1.0,31-07-2023,"MASS COMMUNICATION AND SOCIAL MEDIA, ON-BOARDING OF SHGS PRODUCT THROUGH E-COMMERCE PLATFORM CMMU NULM Nazira MB Sivasagar Assam Unpaid 3 Months"
109,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,NULM,19-05-2023,Karimganj,Assam,Unpaid,Immediately,3 Months,1.0,31-07-2023,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR NULM Karimganj Assam Unpaid 3 Months"
110,ULB INTERSHIP,Full Time,ASULMS DAY NULM SONAI MUNICIPAL BOARD,19-05-2023,Cachar,Assam,Unpaid,Immediately,3 Months,5.0,15-06-2023,ULB INTERSHIP ASULMS DAY NULM SONAI MUNICIPAL BOARD Cachar Assam Unpaid 3 Months
111,ULB INTERSHIP,Full Time,ASSAM STATE URBAN LIVELIHOOD MISSION SOCIETY  DAY NULM,19-05-2023,Cachar,Assam,Unpaid,Immediately,3 Months,5.0,16-06-2023,ULB INTERSHIP ASSAM STATE URBAN LIVELIHOOD MISSION SOCIETY  DAY NULM Cachar Assam Unpaid 3 Months
112,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS",Full Time,NULM,19-05-2023,Karimganj,Assam,Unpaid,Immediately,3 Months,1.0,31-07-2023,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS NULM Karimganj Assam Unpaid 3 Months"
113,MASS COMMUNICATIONS & SOCIAL MEDIA AND ONBOARDING OF SHG PRODUCT THROUGH ECOMMERCE,Full Time,NULM,19-05-2023,Karimganj,Assam,Unpaid,Immediately,3 Months,1.0,31-07-2023,MASS COMMUNICATIONS & SOCIAL MEDIA AND ONBOARDING OF SHG PRODUCT THROUGH ECOMMERCE NULM Karimganj Assam Unpaid 3 Months
114,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,CMMU NULM SONARI MB,20-05-2023,Charaideo,Assam,Unpaid,Immediately,3 Months,2.0,23-06-2023,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR CMMU NULM SONARI MB Charaideo Assam Unpaid 3 Months"
115,"MASS COMMUNICATION AND SOCIAL MEDIA, ON-BOARDING OF SHGS PRODUCT THROUGH E-COMMERCE PLATFORM",Full Time,CMMU Simaluguri MB,20-05-2023,Sivasagar,Assam,Unpaid,Immediately,3 Months,1.0,23-06-2023,"MASS COMMUNICATION AND SOCIAL MEDIA, ON-BOARDING OF SHGS PRODUCT THROUGH E-COMMERCE PLATFORM CMMU Simaluguri MB Sivasagar Assam Unpaid 3 Months"
116,SOCIAL MEDIA EXPERT,Full Time,City Mission Management Unit NULM Hailakandi,20-05-2023,Hailakandi,Assam,Unpaid,Immediately,6 Months,2.0,31-07-2023,SOCIAL MEDIA EXPERT City Mission Management Unit NULM Hailakandi Hailakandi Assam Unpaid 6 Months
117,COMMUNITY RESOURCE PERSON,Full Time,City Mission Management Unit NULM Hailakandi,20-05-2023,Hailakandi,Assam,Unpaid,Immediately,3 Months,3.0,31-08-2023,COMMUNITY RESOURCE PERSON City Mission Management Unit NULM Hailakandi Hailakandi Assam Unpaid 3 Months
118,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,CMMU NULM DEMOW MB,22-05-2023,Sibsagar,Assam,Unpaid,Immediately,3 Months,2.0,24-06-2023,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR CMMU NULM DEMOW MB Sibsagar Assam Unpaid 3 Months"
119,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, MASS COMMUNICATION AND SOCIAL MEDIA,",Full Time,CMMU NULM DEMOW MB,22-05-2023,Sibsagar,Assam,Unpaid,Immediately,3 Months,1.0,24-06-2023,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, MASS COMMUNICATION AND SOCIAL MEDIA, CMMU NULM DEMOW MB Sibsagar Assam Unpaid 3 Months"
120,NULM INTERN,Full Time,Nalbari Municipal Board,22-05-2023,Nalbari,Assam,Unpaid,Immediately,12 Weeks,5.0,31-05-2023,NULM INTERN Nalbari Municipal Board Nalbari Assam Unpaid 12 Weeks
121,INTERN FOR LIVELIHOOD AND SOCIAL ENTREPRENEURSHIP,Full Time,Mangaldai Municipal Board,22-05-2023,Mangaldoi,Assam,Unpaid,Immediately,2 Months,2.0,07-06-2024,INTERN FOR LIVELIHOOD AND SOCIAL ENTREPRENEURSHIP Mangaldai Municipal Board Mangaldoi Assam Unpaid 2 Months
122,INTERN FOR COMMUNICATION AND PUBLIC RELATION,Full Time,Mangaldai Municipal Board,22-05-2023,Mangaldoi,Assam,Unpaid,Immediately,6 MONTHS,1.0,04-10-2024,INTERN FOR COMMUNICATION AND PUBLIC RELATION Mangaldai Municipal Board Mangaldoi Assam Unpaid 6 MONTHS
123,SOCIAL MOBILIZER,Full Time,Umrongso Municipal Board,22-05-2023,Dima Hasao,Assam,Unpaid,Immediately,2 Months,2.0,22-06-2023,SOCIAL MOBILIZER Umrongso Municipal Board Dima Hasao Assam Unpaid 2 Months
124,SOCIAL MOBILIZER,Full Time,MAHUR MUNICIPAL BOARD,23-05-2023,Dima Hasao,Assam,Unpaid,Immediately,2 Months,2.0,23-06-2023,SOCIAL MOBILIZER MAHUR MUNICIPAL BOARD Dima Hasao Assam Unpaid 2 Months
125,INTERN FOR SWACH BHARAT MISSION 2.0,Full Time,Mangaldai Municipal Board,23-05-2023,Mangaldoi,Assam,Unpaid,Immediately,2 Months,2.0,24-05-2024,INTERN FOR SWACH BHARAT MISSION 2.0 Mangaldai Municipal Board Mangaldoi Assam Unpaid 2 Months
126,INTERN FOR SOCIAL MOBILIZER,Full Time,Mangaldai Municipal Board,23-05-2023,Mangaldoi,Assam,Unpaid,Immediately,3 Months,1.0,15-08-2023,INTERN FOR SOCIAL MOBILIZER Mangaldai Municipal Board Mangaldoi Assam Unpaid 3 Months
127,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,MORAN MUNICIPAL BOARD,23-05-2023,Charaideo,Assam,Unpaid,Immediately,3 Months,1.0,23-06-2023,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR MORAN MUNICIPAL BOARD Charaideo Assam Unpaid 3 Months"
128,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS",Full Time,MORAN MUNICIPAL BOARD,23-05-2023,Charaideo,Assam,Unpaid,Immediately,3 Months,1.0,23-06-2023,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS MORAN MUNICIPAL BOARD Charaideo Assam Unpaid 3 Months"
129,"MASS COMMUNICATION AND SOCIAL MEDIA, ON-BOARDING OF SHGS PRODUCT THROUGH E-COMMERCE PLATFORM",Full Time,MORAN MUNICIPAL BOARD,23-05-2023,Charaideo,Assam,Unpaid,Immediately,3 Months,1.0,23-06-2023,"MASS COMMUNICATION AND SOCIAL MEDIA, ON-BOARDING OF SHGS PRODUCT THROUGH E-COMMERCE PLATFORM MORAN MUNICIPAL BOARD Charaideo Assam Unpaid 3 Months"
130,DATA ENTRY OPERATOR,Full Time,TMC TNARASIPURA,24-05-2023,T. Narsipur,Karnataka,5000 /month,Immediately,6 Months,1.0,07-06-2023,DATA ENTRY OPERATOR TMC TNARASIPURA T. Narsipur Karnataka 5000 /month 6 Months
131,SOCIAL MOBILIZER,Full Time,Maibang Municipal Board,24-05-2023,Maibong,Assam,Unpaid,Immediately,2 Months,2.0,24-06-2023,SOCIAL MOBILIZER Maibang Municipal Board Maibong Assam Unpaid 2 Months
132,CHILD DEVELOPMENT,Virtual Internship,NAGAR PARISHAD CHITRAKOOT,26-05-2023,Satna,Madhya Pradesh,1500 /month,Immediately,2 Months,1.0,26-05-2023,CHILD DEVELOPMENT NAGAR PARISHAD CHITRAKOOT Satna Madhya Pradesh 1500 /month 2 Months
133,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Full Time,DAY NULM GOSSAIGAON ASSAM,29-05-2023,Kokrajhar,Assam,Unpaid,Immediately,3 Months,2.0,15-06-2023,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE) DAY NULM GOSSAIGAON ASSAM Kokrajhar Assam Unpaid 3 Months
134,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Full Time,DAY NULM KOKRAJHAR ASSAM,29-05-2023,Kokrajhar,Assam,Unpaid,Immediately,3 Months,1.0,13-09-2023,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE) DAY NULM KOKRAJHAR ASSAM Kokrajhar Assam Unpaid 3 Months
135,CITY LIVELIHOOD CENTRE OF DAY-NULM AND DESIGNING VENDING ZONE,Full Time,DAY NULM KOKRAJHAR ASSAM,29-05-2023,Kokrajhar,Assam,Unpaid,Immediately,3 Months,2.0,13-09-2023,CITY LIVELIHOOD CENTRE OF DAY-NULM AND DESIGNING VENDING ZONE DAY NULM KOKRAJHAR ASSAM Kokrajhar Assam Unpaid 3 Months
136,MASS COMMUNICATIONS & SOCIAL MEDIA AND ONBOARDING OF SHG PRODUCTS THROUGH ECOMMERCE,Full Time,DAY NULM KOKRAJHAR ASSAM,29-05-2023,Kokrajhar,Assam,Unpaid,Immediately,3 Months,2.0,13-09-2023,MASS COMMUNICATIONS & SOCIAL MEDIA AND ONBOARDING OF SHG PRODUCTS THROUGH ECOMMERCE DAY NULM KOKRAJHAR ASSAM Kokrajhar Assam Unpaid 3 Months
137,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Full Time,DAY NULM GOSSAIGAON ASSAM,29-05-2023,Kokrajhar,Assam,Unpaid,Immediately,3 Months,1.0,13-09-2023,"URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR DAY NULM GOSSAIGAON ASSAM Kokrajhar Assam Unpaid 3 Months"
138,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,20-07-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
139,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,20-07-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
140,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,20-07-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
141,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,20-07-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
142,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,08-06-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
143,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,08-06-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
144,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,20-07-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
145,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,08-06-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
146,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,08-06-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
147,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,08-06-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
148,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,08-06-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
149,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,08-06-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
150,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,08-06-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
151,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,20-07-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
152,SHG- CAPACITY BUILDING INTERN,Full Time,"City Mission Management Unit, North Lakhimpur",30-05-2023,Lakhimpur,Assam,Unpaid,Immediately,12 Weeks,1.0,08-06-2023,"SHG- CAPACITY BUILDING INTERN City Mission Management Unit, North Lakhimpur Lakhimpur Assam Unpaid 12 Weeks"
153,URBAN WOMEN EMPOWERMENT,Full Time,City Mission Manangement Unit DAY NULM,31-05-2023,West Karbi Anglong,Assam,Unpaid,Immediately,8 Weeks,5.0,16-06-2023,URBAN WOMEN EMPOWERMENT City Mission Manangement Unit DAY NULM West Karbi Anglong Assam Unpaid 8 Weeks
154,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Part Time,Lonavala Municipal Council,31-05-2023,Pune,Maharashtra,Unpaid,Immediately,03 Months,5.0,29-02-2024,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR Lonavala Municipal Council Pune Maharashtra Unpaid 03 Months"
155,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION,Part Time,Lonavala Municipal Council,31-05-2023,Pune,Maharashtra,Unpaid,Immediately,03 Months,5.0,29-02-2024,MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY INSTITUTION Lonavala Municipal Council Pune Maharashtra Unpaid 03 Months
156,URBAN POVERTY,Part Time,Mango Municipal Corporation,31-05-2023,East Singhbhum,Jharkhand,Unpaid,Immediately,2 Months,1.0,05-06-2023,URBAN POVERTY Mango Municipal Corporation East Singhbhum Jharkhand Unpaid 2 Months
157,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS",Full Time,Silpathar,01-06-2023,Dhemaji,Assam,Unpaid,Immediately,8 Weeks,1.0,27-06-2023,"SELF-EMPLOYMENT PROGRAMME VIZ. INDIVIDUAL AND SHG BANK LINKAGE, SHELTER FOR URBAN HOMELESS Silpathar Dhemaji Assam Unpaid 8 Weeks"
158,MICRO ENETRPRISE PROMOTION OF WOMEN SELF HELP GROUPS AND FINANCIAL INCLUSION OF SHGS,Full Time,Municipal Corporation Ambikapur,03-06-2023,Ambikapur,Chhattisgarh,3000 /month,Immediately,12 Weeks,2.0,15-08-2023,MICRO ENETRPRISE PROMOTION OF WOMEN SELF HELP GROUPS AND FINANCIAL INCLUSION OF SHGS Municipal Corporation Ambikapur Ambikapur Chhattisgarh 3000 /month 12 Weeks
